Date,Close
12/18/2014 16:00:00,59.33
12/19/2014 16:00:00,59.86
12/22/2014 16:00:00,59.86
12/23/2014 16:00:00,60.5
12/24/2014 16:00:00,60.33
12/26/2014 16:00:00,60.8
12/29/2014 16:00:00,60.35
12/30/2014 16:00:00,59.43
12/31/2014 16:00:00,59.31
1/2/2015 16:00:00,59.24
1/5/2015 16:00:00,58.17
1/6/2015 16:00:00,57.2
1/7/2015 16:00:00,56.93
1/8/2015 16:00:00,58.59
1/9/2015 16:00:00,58.16
1/12/2015 16:00:00,57.73
1/13/2015 16:00:00,57.97
1/14/2015 16:00:00,57.25
1/15/2015 16:00:00,55.11
1/16/2015 16:00:00,56.64
1/20/2015 16:00:00,57.29
1/21/2015 16:00:00,57.71
1/22/2015 16:00:00,58
1/23/2015 16:00:00,58.62
1/26/2015 16:00:00,59.78
1/27/2015 16:00:00,57.79
1/28/2015 16:00:00,56.35
1/29/2015 16:00:00,58.1
1/30/2015 16:00:00,56.45
2/2/2015 16:00:00,57.28
2/3/2015 16:00:00,58.61
2/4/2015 16:00:00,58.99
2/5/2015 16:00:00,59.26
2/6/2015 16:00:00,59.17
2/9/2015 16:00:00,57.98
2/10/2015 16:00:00,58.79
2/11/2015 16:00:00,58.8
2/12/2015 16:00:00,61.26
2/13/2015 16:00:00,62.85
2/17/2015 16:00:00,62.07
2/18/2015 16:00:00,63
2/19/2015 16:00:00,62.81
2/20/2015 16:00:00,63.74
2/23/2015 16:00:00,62.58
2/24/2015 16:00:00,61.93
2/25/2015 16:00:00,62.87
2/26/2015 16:00:00,70.24
2/27/2015 16:00:00,69.38
3/2/2015 16:00:00,68.46
3/3/2015 16:00:00,66.95
3/4/2015 16:00:00,64.88
3/5/2015 16:00:00,65.59
3/6/2015 16:00:00,64.56
3/9/2015 16:00:00,65.48
3/10/2015 16:00:00,63.76
3/11/2015 16:00:00,63.68
3/12/2015 16:00:00,64.95
3/13/2015 16:00:00,64.6
3/16/2015 16:00:00,66.43
3/17/2015 16:00:00,67.55
3/18/2015 16:00:00,68.55
3/19/2015 16:00:00,68.88
3/20/2015 16:00:00,67.69
3/23/2015 16:00:00,67.66
3/24/2015 16:00:00,67.37
3/25/2015 16:00:00,65.78
3/26/2015 16:00:00,65.99
3/27/2015 16:00:00,66.55
3/30/2015 16:00:00,66.85
3/31/2015 16:00:00,66.81
4/1/2015 16:00:00,66.08
4/2/2015 16:00:00,66.68
4/6/2015 16:00:00,67.94
4/7/2015 16:00:00,68.2
4/8/2015 16:00:00,68.21
4/9/2015 16:00:00,67.74
4/10/2015 16:00:00,67.64
4/13/2015 16:00:00,67.08
4/14/2015 16:00:00,66.91
4/15/2015 16:00:00,67.21
4/16/2015 16:00:00,67.91
4/17/2015 16:00:00,65.81
4/20/2015 16:00:00,66.9
4/21/2015 16:00:00,67.38
4/22/2015 16:00:00,67.71
4/23/2015 16:00:00,68.47
4/24/2015 16:00:00,67.83
4/27/2015 16:00:00,67.84
4/28/2015 16:00:00,66.89
4/29/2015 16:00:00,74.65
4/30/2015 16:00:00,72.82
5/1/2015 16:00:00,73.36
5/4/2015 16:00:00,71.6
5/5/2015 16:00:00,72.75
5/6/2015 16:00:00,73.79
5/7/2015 16:00:00,74.52
5/8/2015 16:00:00,72.4
5/11/2015 16:00:00,71.2
5/12/2015 16:00:00,71.77
5/13/2015 16:00:00,71.79
5/14/2015 16:00:00,72.88
5/15/2015 16:00:00,72.4
5/18/2015 16:00:00,72.8
5/19/2015 16:00:00,71.48
5/20/2015 16:00:00,70.16
5/21/2015 16:00:00,72.91
5/22/2015 16:00:00,75.01
5/26/2015 16:00:00,73.57
5/27/2015 16:00:00,73.95
5/28/2015 16:00:00,72.68
5/29/2015 16:00:00,72.75
6/1/2015 16:00:00,73.1
6/2/2015 16:00:00,72.9
6/3/2015 16:00:00,73.47
6/4/2015 16:00:00,72.21
6/5/2015 16:00:00,73.55
6/8/2015 16:00:00,71.84
6/9/2015 16:00:00,71.76
6/10/2015 16:00:00,73.03
6/11/2015 16:00:00,72.4
6/12/2015 16:00:00,71.77
6/15/2015 16:00:00,72.56
6/16/2015 16:00:00,73.4
6/17/2015 16:00:00,74.42
6/18/2015 16:00:00,75.71
6/19/2015 16:00:00,75
6/22/2015 16:00:00,74.78
6/23/2015 16:00:00,74.2
6/24/2015 16:00:00,73.5
6/25/2015 16:00:00,73.61
6/26/2015 16:00:00,72.34
6/29/2015 16:00:00,70
6/30/2015 16:00:00,69.63
7/1/2015 16:00:00,70.54
7/2/2015 16:00:00,70.42
7/6/2015 16:00:00,69.16
7/7/2015 16:00:00,70.26
7/8/2015 16:00:00,69.39
7/9/2015 16:00:00,69.96
7/10/2015 16:00:00,71.14
7/13/2015 16:00:00,71.05
7/14/2015 16:00:00,71.79
7/15/2015 16:00:00,71.36
7/16/2015 16:00:00,72.42
7/17/2015 16:00:00,72.81
7/20/2015 16:00:00,72.77
7/21/2015 16:00:00,73.83
7/22/2015 16:00:00,73.87
7/23/2015 16:00:00,72.21
7/24/2015 16:00:00,73.92
7/27/2015 16:00:00,72.46
7/28/2015 16:00:00,73.79
7/29/2015 16:00:00,73.88
7/30/2015 16:00:00,73.36
7/31/2015 16:00:00,73.3
8/3/2015 16:00:00,72.44
8/4/2015 16:00:00,71.89
8/5/2015 16:00:00,72.53
8/6/2015 16:00:00,70.43
8/7/2015 16:00:00,70.41
8/10/2015 16:00:00,71.27
8/11/2015 16:00:00,71.63
8/12/2015 16:00:00,71.04
8/13/2015 16:00:00,71.4
8/14/2015 16:00:00,72.99
8/17/2015 16:00:00,74.04
8/18/2015 16:00:00,72.58
8/19/2015 16:00:00,72.04
8/20/2015 16:00:00,67.82
8/21/2015 16:00:00,69.15
8/24/2015 16:00:00,65.17
8/25/2015 16:00:00,65.18
8/26/2015 16:00:00,68.52
8/27/2015 16:00:00,69.94
8/28/2015 16:00:00,70.25
8/31/2015 16:00:00,69.36
9/1/2015 16:00:00,66.63
9/2/2015 16:00:00,67.98
9/3/2015 16:00:00,68.25
9/4/2015 16:00:00,67.13
9/8/2015 16:00:00,70.76
9/9/2015 16:00:00,69.03
9/10/2015 16:00:00,69.74
9/11/2015 16:00:00,70.05
9/14/2015 16:00:00,69.89
9/15/2015 16:00:00,71.27
9/16/2015 16:00:00,71.88
9/17/2015 16:00:00,72.32
9/18/2015 16:00:00,71.4
9/21/2015 16:00:00,72.14
9/22/2015 16:00:00,71.65
9/23/2015 16:00:00,71.99
9/24/2015 16:00:00,71.71
9/25/2015 16:00:00,72.44
9/28/2015 16:00:00,69.04
9/29/2015 16:00:00,68.38
9/30/2015 16:00:00,69.43
10/1/2015 16:00:00,72.91
10/2/2015 16:00:00,73.93
10/5/2015 16:00:00,75.27
10/6/2015 16:00:00,74.42
10/7/2015 16:00:00,75
10/8/2015 16:00:00,75.09
10/9/2015 16:00:00,75.25
10/12/2015 16:00:00,75.88
10/13/2015 16:00:00,76.63
10/14/2015 16:00:00,75.58
10/15/2015 16:00:00,77.7
10/16/2015 16:00:00,78.77
10/19/2015 16:00:00,77.93
10/20/2015 16:00:00,77.53
10/21/2015 16:00:00,75.83
10/22/2015 16:00:00,77.37
10/23/2015 16:00:00,78.56
10/26/2015 16:00:00,78.22
10/27/2015 16:00:00,77.75
10/28/2015 16:00:00,78.53
10/29/2015 16:00:00,78.14
10/30/2015 16:00:00,77.71
11/2/2015 16:00:00,79.2
11/3/2015 16:00:00,78.63
11/4/2015 16:00:00,78.39
11/5/2015 16:00:00,78.71
11/6/2015 16:00:00,79.41
11/9/2015 16:00:00,78.22
11/10/2015 16:00:00,78.25
11/11/2015 16:00:00,78.71
11/12/2015 16:00:00,78.3
11/13/2015 16:00:00,75.6
11/16/2015 16:00:00,76.26
11/17/2015 16:00:00,77.24
11/18/2015 16:00:00,77.35
11/19/2015 16:00:00,80.64
11/20/2015 16:00:00,80.99
11/23/2015 16:00:00,80.78
11/24/2015 16:00:00,80.39
11/25/2015 16:00:00,80.41
11/27/2015 16:00:00,79.97
11/30/2015 16:00:00,79.69
12/1/2015 16:00:00,81.01
12/2/2015 16:00:00,80.88
12/3/2015 16:00:00,79.93
12/4/2015 16:00:00,82.14
12/7/2015 16:00:00,80.68
12/8/2015 16:00:00,81.08
12/9/2015 16:00:00,79.71
12/10/2015 16:00:00,79.38
12/11/2015 16:00:00,76.87
12/14/2015 16:00:00,76.99
12/15/2015 16:00:00,77.37
12/16/2015 16:00:00,78.89
12/17/2015 16:00:00,78.43
12/18/2015 16:00:00,77.03
12/21/2015 16:00:00,77.29
12/22/2015 16:00:00,77.86
12/23/2015 16:00:00,78.04
12/24/2015 16:00:00,77.83
12/28/2015 16:00:00,78.2
12/29/2015 16:00:00,79.44
12/30/2015 16:00:00,79.14
12/31/2015 16:00:00,78.4
1/4/2016 16:00:00,76.71
1/5/2016 16:00:00,77.05
1/6/2016 16:00:00,76.29
1/7/2016 16:00:00,74.3
1/8/2016 16:00:00,73.23
1/11/2016 16:00:00,73.18
1/12/2016 16:00:00,74.46
1/13/2016 16:00:00,72.35
1/14/2016 16:00:00,73.07
1/15/2016 16:00:00,70.86
1/19/2016 16:00:00,70.8
1/20/2016 16:00:00,70.33
1/21/2016 16:00:00,69.51
1/22/2016 16:00:00,71.55
1/25/2016 16:00:00,69.92
1/26/2016 16:00:00,69.87
1/27/2016 16:00:00,67.43
1/28/2016 16:00:00,65.69
1/29/2016 16:00:00,68.06
2/1/2016 16:00:00,68.44
2/2/2016 16:00:00,64.52
2/3/2016 16:00:00,65.34
2/4/2016 16:00:00,67.2
2/5/2016 16:00:00,58.51
2/8/2016 16:00:00,54.05
2/9/2016 16:00:00,57.33
2/10/2016 16:00:00,58.76
2/11/2016 16:00:00,59.24
2/12/2016 16:00:00,59.68
2/16/2016 16:00:00,59.72
2/17/2016 16:00:00,63.49
2/18/2016 16:00:00,61.7
2/19/2016 16:00:00,62.14
2/22/2016 16:00:00,63.98
2/23/2016 16:00:00,62.9
2/24/2016 16:00:00,62.52
2/25/2016 16:00:00,69.42
2/26/2016 16:00:00,69.72
2/29/2016 16:00:00,67.75
3/1/2016 16:00:00,70.02
3/2/2016 16:00:00,70.43
3/3/2016 16:00:00,70.8
3/4/2016 16:00:00,71.06
3/7/2016 16:00:00,70.49
3/8/2016 16:00:00,69.82
3/9/2016 16:00:00,71.04
3/10/2016 16:00:00,70.7
3/11/2016 16:00:00,71.63
3/14/2016 16:00:00,72.22
3/15/2016 16:00:00,71.7
3/16/2016 16:00:00,72.73
3/17/2016 16:00:00,72.72
3/18/2016 16:00:00,72.65
3/21/2016 16:00:00,72.25
3/22/2016 16:00:00,72.85
3/23/2016 16:00:00,71.78
3/24/2016 16:00:00,72.44
3/28/2016 16:00:00,71.95
3/29/2016 16:00:00,72.3
3/30/2016 16:00:00,74.3
3/31/2016 16:00:00,73.83
4/1/2016 16:00:00,75.73
4/4/2016 16:00:00,75.69
4/5/2016 16:00:00,74.58
4/6/2016 16:00:00,75.58
4/7/2016 16:00:00,75.32
4/8/2016 16:00:00,74.85
4/11/2016 16:00:00,74.16
4/12/2016 16:00:00,74.27
4/13/2016 16:00:00,75.95
4/14/2016 16:00:00,76.15
4/15/2016 16:00:00,76.31
4/18/2016 16:00:00,77.27
4/19/2016 16:00:00,76.19
4/20/2016 16:00:00,76.14
4/21/2016 16:00:00,77.15
4/22/2016 16:00:00,76.48
4/25/2016 16:00:00,76.51
4/26/2016 16:00:00,76.21
4/27/2016 16:00:00,75.69
4/28/2016 16:00:00,75.38
4/29/2016 16:00:00,75.8
5/2/2016 16:00:00,77.25
5/3/2016 16:00:00,74.9
5/4/2016 16:00:00,73.99
5/5/2016 16:00:00,73.81
5/6/2016 16:00:00,74.25
5/9/2016 16:00:00,74.62
5/10/2016 16:00:00,75.92
5/11/2016 16:00:00,75.79
5/12/2016 16:00:00,75.89
5/13/2016 16:00:00,76.37
5/16/2016 16:00:00,77.31
5/17/2016 16:00:00,76.77
5/18/2016 16:00:00,77.87
5/19/2016 16:00:00,81.09
5/20/2016 16:00:00,81.02
5/23/2016 16:00:00,81.73
5/24/2016 16:00:00,82.75
5/25/2016 16:00:00,83.57
5/26/2016 16:00:00,83.35
5/27/2016 16:00:00,83.77
5/31/2016 16:00:00,83.71
6/1/2016 16:00:00,83.45
6/2/2016 16:00:00,83.24
6/3/2016 16:00:00,82.55
6/6/2016 16:00:00,82.83
6/7/2016 16:00:00,83.14
6/8/2016 16:00:00,83.35
6/9/2016 16:00:00,82.73
6/10/2016 16:00:00,81.83
6/13/2016 16:00:00,81.49
6/14/2016 16:00:00,81.09
6/15/2016 16:00:00,81.99
6/16/2016 16:00:00,81.64
6/17/2016 16:00:00,80.5
6/20/2016 16:00:00,81.22
6/21/2016 16:00:00,81.63
6/22/2016 16:00:00,80.62
6/23/2016 16:00:00,82.28
6/24/2016 16:00:00,78.46
6/27/2016 16:00:00,76.07
6/28/2016 16:00:00,77.55
6/29/2016 16:00:00,79
6/30/2016 16:00:00,79.41
7/1/2016 16:00:00,79.83
7/5/2016 16:00:00,78.67
7/6/2016 16:00:00,78.5
7/7/2016 16:00:00,78.76
7/8/2016 16:00:00,80.89
7/11/2016 16:00:00,81.66
7/12/2016 16:00:00,81.93
7/13/2016 16:00:00,81.33
7/14/2016 16:00:00,81.56
7/15/2016 16:00:00,81.4
7/18/2016 16:00:00,81.63
7/19/2016 16:00:00,81.37
7/20/2016 16:00:00,82.14
7/21/2016 16:00:00,81.7
7/22/2016 16:00:00,82.55
7/25/2016 16:00:00,82.19
7/26/2016 16:00:00,81.76
7/27/2016 16:00:00,81.5
7/28/2016 16:00:00,82.33
7/29/2016 16:00:00,81.8
8/1/2016 16:00:00,81.02
8/2/2016 16:00:00,80.5
8/3/2016 16:00:00,80.41
8/4/2016 16:00:00,80.56
8/5/2016 16:00:00,81.33
8/8/2016 16:00:00,81.17
8/9/2016 16:00:00,81.18
8/10/2016 16:00:00,80.24
8/11/2016 16:00:00,81.48
8/12/2016 16:00:00,81.63
8/15/2016 16:00:00,78.92
8/16/2016 16:00:00,77.96
8/17/2016 16:00:00,76.32
8/18/2016 16:00:00,76.91
8/19/2016 16:00:00,77.48
8/22/2016 16:00:00,77.25
8/23/2016 16:00:00,78.02
8/24/2016 16:00:00,77.82
8/25/2016 16:00:00,80.16
8/26/2016 16:00:00,80.03
8/29/2016 16:00:00,79.92
8/30/2016 16:00:00,79.83
8/31/2016 16:00:00,79.42
9/1/2016 16:00:00,75.91
9/2/2016 16:00:00,75.1
9/6/2016 16:00:00,75.42
9/7/2016 16:00:00,75.01
9/8/2016 16:00:00,74.88
9/9/2016 16:00:00,74.2
9/12/2016 16:00:00,74.36
9/13/2016 16:00:00,73.06
9/14/2016 16:00:00,73.82
9/15/2016 16:00:00,73.99
9/16/2016 16:00:00,73.29
9/19/2016 16:00:00,73
9/20/2016 16:00:00,72.91
9/21/2016 16:00:00,74.18
9/22/2016 16:00:00,74.59
9/23/2016 16:00:00,70.39
9/26/2016 16:00:00,70.19
9/27/2016 16:00:00,70.05
9/28/2016 16:00:00,71.62
9/29/2016 16:00:00,71.2
9/30/2016 16:00:00,71.33
10/3/2016 16:00:00,70.52
10/4/2016 16:00:00,72.63
10/5/2016 16:00:00,68.42
10/6/2016 16:00:00,71.26
10/7/2016 16:00:00,70.91
10/10/2016 16:00:00,75.1
10/11/2016 16:00:00,72.42
10/12/2016 16:00:00,72.23
10/13/2016 16:00:00,70.63
10/14/2016 16:00:00,74.27
10/17/2016 16:00:00,72.83
10/18/2016 16:00:00,72.77
10/19/2016 16:00:00,72.82
10/20/2016 16:00:00,72.59
10/21/2016 16:00:00,74
10/24/2016 16:00:00,75.06
10/25/2016 16:00:00,75.06
10/26/2016 16:00:00,74.95
10/27/2016 16:00:00,74.74
10/28/2016 16:00:00,75.13
10/31/2016 16:00:00,75.16
11/1/2016 16:00:00,75.45
11/2/2016 16:00:00,75
11/3/2016 16:00:00,74.14
11/4/2016 16:00:00,74.37
11/7/2016 16:00:00,76.3
11/8/2016 16:00:00,76.55
11/9/2016 16:00:00,75.9
11/10/2016 16:00:00,73.63
11/11/2016 16:00:00,74.59
11/14/2016 16:00:00,72.76
11/15/2016 16:00:00,74.02
11/16/2016 16:00:00,73.31
11/17/2016 16:00:00,75.19
11/18/2016 16:00:00,77.77
11/21/2016 16:00:00,76.15
11/22/2016 16:00:00,75.57
11/23/2016 16:00:00,73.95
11/25/2016 16:00:00,73.73
11/28/2016 16:00:00,72.93
11/29/2016 16:00:00,72.93
11/30/2016 16:00:00,72
12/1/2016 16:00:00,68.46
12/2/2016 16:00:00,68.41
12/5/2016 16:00:00,70.8
12/6/2016 16:00:00,70.62
12/7/2016 16:00:00,71.78
12/8/2016 16:00:00,71.86
12/9/2016 16:00:00,71.17
12/12/2016 16:00:00,70.38
12/13/2016 16:00:00,71.61
12/14/2016 16:00:00,71.33
12/15/2016 16:00:00,70.23
12/16/2016 16:00:00,69.86
12/19/2016 16:00:00,69.51
12/20/2016 16:00:00,69.86
12/21/2016 16:00:00,70.11
12/22/2016 16:00:00,69.9
12/23/2016 16:00:00,69.87
12/27/2016 16:00:00,69.85
12/28/2016 16:00:00,69.09
12/29/2016 16:00:00,69.15
12/30/2016 16:00:00,68.46
1/3/2017 16:00:00,70.54
1/4/2017 16:00:00,72.8
1/5/2017 16:00:00,72.79
1/6/2017 16:00:00,73.8
1/9/2017 16:00:00,73.96
1/10/2017 16:00:00,73.98
1/11/2017 16:00:00,75.77
1/12/2017 16:00:00,75.21
1/13/2017 16:00:00,75.64
1/17/2017 16:00:00,75.02
1/18/2017 16:00:00,75.78
1/19/2017 16:00:00,75.57
1/20/2017 16:00:00,76.03
1/23/2017 16:00:00,76.16
1/24/2017 16:00:00,77.11
1/25/2017 16:00:00,78.47
1/26/2017 16:00:00,77.95
1/27/2017 16:00:00,78.21
1/30/2017 16:00:00,78.71
1/31/2017 16:00:00,79.1
2/1/2017 16:00:00,78.58
2/2/2017 16:00:00,80.13
2/3/2017 16:00:00,80.21
2/6/2017 16:00:00,79.75
2/7/2017 16:00:00,80.21
2/8/2017 16:00:00,80.7
2/9/2017 16:00:00,81.03
2/10/2017 16:00:00,80.64
2/13/2017 16:00:00,80.91
2/14/2017 16:00:00,80.92
2/15/2017 16:00:00,81.67
2/16/2017 16:00:00,80.82
2/17/2017 16:00:00,81.47
2/21/2017 16:00:00,82.18
2/22/2017 16:00:00,82.08
2/23/2017 16:00:00,82.07
2/24/2017 16:00:00,81.78
2/27/2017 16:00:00,81.54
2/28/2017 16:00:00,81.35
3/1/2017 16:00:00,83.81
3/2/2017 16:00:00,82.67
3/3/2017 16:00:00,82.22
3/6/2017 16:00:00,82.5
3/7/2017 16:00:00,82.97
3/8/2017 16:00:00,83.48
3/9/2017 16:00:00,83.28
3/10/2017 16:00:00,83.51
3/13/2017 16:00:00,83.61
3/14/2017 16:00:00,83.51
3/15/2017 16:00:00,83.48
3/16/2017 16:00:00,83.52
3/17/2017 16:00:00,83.03
3/20/2017 16:00:00,82.9
3/21/2017 16:00:00,81.55
3/22/2017 16:00:00,81.88
3/23/2017 16:00:00,81.52
3/24/2017 16:00:00,81.61
3/27/2017 16:00:00,81.61
3/28/2017 16:00:00,82.14
3/29/2017 16:00:00,82.38
3/30/2017 16:00:00,82.56
3/31/2017 16:00:00,82.49
4/3/2017 16:00:00,82.31
4/4/2017 16:00:00,82.97
4/5/2017 16:00:00,85.34
4/6/2017 16:00:00,85
4/7/2017 16:00:00,84.38
4/10/2017 16:00:00,84.24
